"example_id","query_id","query","product_id","product_title","esci_label","image_path"
1693090,86299,"red canvas shoes men","B07M842K3N","Vans Men's Doheny Trainers Sneaker, Red Canvas Oxblood White 8j3, 12","E","data/esci1500_thumbs/img/B07M842K3N.jpg"
1806266,92241,"shandler","B0098OR9N0","Anne Frank Unbound: Media, Imagination, Memory (The Modern Jewish Experience)","E","data/esci1500_thumbs/img/B0098OR9N0.jpg"
1814088,92649,"shlich horses","B074VFLXLP","Schleich Horse Club, 43-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Camper for Secret Club Meetings","E","data/esci1500_thumbs/img/B074VFLXLP.jpg"
1724725,87933,"roadtripper","B087GBBXC7","Bracketron BT56802 BK ROADTRIPPER CAR BT FM Transmitter","E","data/esci1500_thumbs/img/B087GBBXC7.jpg"
1823022,93114,"side table with usb port and outlet","B018FNCBZA","Storage Drawer Table Antique Nutmeg","E","data/esci1500_thumbs/img/B018FNCBZA.jpg"
1677585,85511,"ram horn hoody","B07T442ZPM","Artistic Big Horn Sheep Psychedelic Ram Head Sketch Graphic Zip Hoodie","E","data/esci1500_thumbs/img/B07T442ZPM.jpg"
2179250,111737,"wilson cell amplifier","B01GDZLUJ0","weBoost Drive 4G-X OTR (470210) Truck Cell Phone Signal Booster | U.S. Company | All Networks & Carriers - Verizon, AT&T, T-Mobile, Sprint & More | FCC Approved","E","data/esci1500_thumbs/img/B01GDZLUJ0.jpg"
1846994,94387,"sliding fifth wheel hitch kit","B005CC0K9W","CURT 16560 R16 5th Wheel Roller for Short Bed Trucks, 16,000 lbs","E","data/esci1500_thumbs/img/B005CC0K9W.jpg"
1721956,87796,"rinse aid","B001EPR8TQ","Ecover Rinse Aid, 16 Fl Oz (Pack of 6)","E","data/esci1500_thumbs/img/B001EPR8TQ.jpg"
1665362,84866,"quaker rice cakes chocolate","B00IXJ1QB2","Quaker Rice Crisps, Gluten Free, Caramel, 7.04oz Bags, 6 Count","E","data/esci1500_thumbs/img/B00IXJ1QB2.jpg"
1794307,91625,"self inflating whoopee cushion","B007E9OWGS","Forum Novelties 16"" Mega Fart Whoopee Cushion","E","data/esci1500_thumbs/img/B007E9OWGS.jpg"
1848128,94449,"slime table cloth for party","B01DWP6J04","Creative Converting Party Supplies, 54"" x 96"", Multicolor","E","data/esci1500_thumbs/img/B01DWP6J04.jpg"
1834913,93738,"single paper tray organizer","B000FGY8U2","Rolodex® Wood Tones™ Letter-Size Tray, Black","E","data/esci1500_thumbs/img/B000FGY8U2.jpg"
1864562,95316,"snark tuner violin","B004GYM7IE","Snark Tuner (SN4)","E","data/esci1500_thumbs/img/B004GYM7IE.jpg"
1827585,93368,"silk yogurt","B004HK60VM","Silk Shelf-Stable Soymilk Singles, Very Vanilla, Dairy-Free, Vegan, Non-GMO Project Verified, 8 oz., 18 Pack","E","data/esci1500_thumbs/img/B004HK60VM.jpg"
1658394,84507,"purina one puppy dog food","B008K2YJFW","Purina ONE Senior Dog Food, SmartBlend Vibrant Maturity Adult 7+ Formula - 31.1 lb. Bag","E","data/esci1500_thumbs/img/B008K2YJFW.jpg"
1792118,91511,"sedona guide book","1456509217","Hiking the Vortexes: An easy-to use guide for finding and understanding Sedona's vortexes","E","data/esci1500_thumbs/img/1456509217.jpg"
1726582,88030,"roc face cleansing pads","B00N9GAIR2","Roc Daily Resurfacing Disks, 28 Count (3 Pack)","E","data/esci1500_thumbs/img/B00N9GAIR2.jpg"
1759308,89723,"saint seiya myth cloth","B000LC57EQ","Saint Seiya Phoenix Ikki Final Form Bronze Myth Cloth Figure","E","data/esci1500_thumbs/img/B000LC57EQ.jpg"
1917350,98113,"sticker by number books","0843183551","The Original Sticker by Numbers Book","E","data/esci1500_thumbs/img/0843183551.jpg"
1835364,93764,"sink legs","B07PTXWC8Z","TRINITY THA-0307 Basics Stainless Steel w/Faucet Utility Sink","E","data/esci1500_thumbs/img/B07PTXWC8Z.jpg"
1644915,83828,"proud not loud","B07GRPR8DN","Colombians aren't Loud Funny Colombian T-Shirt","E","data/esci1500_thumbs/img/B07GRPR8DN.jpg"
1964040,100517,"tall white bookshelf with cabinet","B01MR6ZVXV","RiverRidge 02-144 Corner Cabinet, White","E","data/esci1500_thumbs/img/B01MR6ZVXV.jpg"
1819014,92905,"shotski board with glasses","B07ZNFT7SY","FUNBOY Giant Inflatable Party Board Retro ShotSki Drink Holder, Luxury Bar Accessory Float, Perfect for a Summer Pool Party","E","data/esci1500_thumbs/img/B07ZNFT7SY.jpg"
1948832,99784,"swiffer wet jet cleaner solution","B004OBIXSW","Swiffer Refill Floor Cleaner, Original, 42.2 Fl Oz (Pack of 2)","E","data/esci1500_thumbs/img/B004OBIXSW.jpg"
1842458,94138,"skinny ripes jean women","B07C8426KS","Wrangler Authentics Boys' Big Boot Cut Jean, Stonewash Indigo, 10","E","data/esci1500_thumbs/img/B07C8426KS.jpg"
2073408,106202,"tye dye shirts for men","B001M9HSU8","Liquid Blue Men's Grateful Dead Sunflower Terrapin Tie Dye T-Shirt, Multi, Medium","E","data/esci1500_thumbs/img/B001M9HSU8.jpg"
1918511,98170,"still eyeliner","B01HE0Q3N6","Anastasia Beverly Hills - Darkside Waterproof Gel Liner","E","data/esci1500_thumbs/img/B01HE0Q3N6.jpg"
1839490,93980,"skechers outlet para dama","B01EOQC8ZK","Skechers Sport Women's Microburst One up Fashion Sneaker,Black,8.5 M US","E","data/esci1500_thumbs/img/B01EOQC8ZK.jpg"
1865190,95351,"snoopy baseball","B072KDHQBG","Timex Unisex TW2R41400 Weekender 38mm Peanuts Snoopy Nylon Slip-Thru Strap Watch","E","data/esci1500_thumbs/img/B072KDHQBG.jpg"
1719392,87668,"rigid pro pack","B0029NY9X0","Ridgid WD4522 4.5 Gallon Pro Pack Portable Wet/Dry Vacuum","E","data/esci1500_thumbs/img/B0029NY9X0.jpg"
1749976,89240,"rustic corner cabinet for dining room","B009FFIUSK","Coaster Home Furnishings 4-Shelf Corner Curio Cabinet Golden Brown","E","data/esci1500_thumbs/img/B009FFIUSK.jpg"
1982211,101411,"template carpentrr","B08DMX6KL1","Woodworking Projects for Beginners: The ultimate step-by-step guide to master the essential woodworking skills, with all the techniques, tips, and tools for woodworkers","E","data/esci1500_thumbs/img/B08DMX6KL1.jpg"
1884782,96358,"south shore espresso changing table","B00BM1UBI2","South Shore Little Small 1-Drawer Changing Table with Cube Storage, Pure White","E","data/esci1500_thumbs/img/B00BM1UBI2.jpg"
1818591,92881,"shorts overalls for women loose fit","B07NSQJ2HM","COVER GIRL Women's Plus Size Juniors Cute Denim Overall Shorts Slim fit Bib Strap Sexy, Classic Blue, 2XL","E","data/esci1500_thumbs/img/B07NSQJ2HM.jpg"
1724338,87910,"rn grad","B00Q7OMCPO","Nike Kid's Grade School Free RN 2018 Running Shoes, Black/White, 7 Big Kid","E","data/esci1500_thumbs/img/B00Q7OMCPO.jpg"
1768530,90249,"samsung rgby ii","B003P2VNAQ","Samsung Rugby II, Black (AT&T)","E","data/esci1500_thumbs/img/B003P2VNAQ.jpg"
1761870,89853,"saltlife tank top shirts for men","B07RJKL25R","Saltwater Life Fishing Tank Top","E","data/esci1500_thumbs/img/B07RJKL25R.jpg"
1751511,89321,"rv propane tank cover","B003DNFLUU","Classic Accessories Over Drive RV Tank Cover, Double 30/7.5 Gallon Tanks, Grey","E","data/esci1500_thumbs/img/B003DNFLUU.jpg"
1771479,90418,"sandalias de mujer guess plataforma","B08W2N4R3B","Guess Women's Felecia Heeled Sandal, Natural Multi, 7.5","E","data/esci1500_thumbs/img/B08W2N4R3B.jpg"
1944723,99562,"sushi rolls not gender roles","B07HRF6J3L","Sushi Rolls Not Gender Roles Shirt Cute Sushi Feminism Gift","E","data/esci1500_thumbs/img/B07HRF6J3L.jpg"
1947791,99727,"swedish firesteel","B07NQHP4KS","Light My Fire Ferro Rod Fire Starter - Flint and Steel Fire Starter Kit - Magnesium Fire Starter 1/4"" Diameter - 3000 Strikes - Fire Starter Survival with Emergency Whistle - Fire Steel Ferro Rod","E","data/esci1500_thumbs/img/B07NQHP4KS.jpg"
1799943,91924,"setting soray","B019VY6R3O","Wet n Wild Photofocus Setting Spray, 301A Seal The Deal, 1.52 Fluid Ounce","E","data/esci1500_thumbs/img/B019VY6R3O.jpg"
1748751,89178,"running shoes for girls size 3.5","B07HG4GCGJ","New Balance Fresh Foam Arishi V2 Lace-up Running Shoe, Light Aluminum/Rainbow, 3.5 US Little Kid","E","data/esci1500_thumbs/img/B07HG4GCGJ.jpg"
1728985,88164,"rodilleras para motocross","B079P24676","EVS Sports Men's Knee Brace (RS9 Pair) (Black, Medium), 2 Pack - RS9-BK-MP","E","data/esci1500_thumbs/img/B079P24676.jpg"
1646202,83893,"ps3 uncharted collection","B001JKTC9A","Uncharted 2: Among Thieves - Playstation 3","E","data/esci1500_thumbs/img/B001JKTC9A.jpg"
1675402,85385,"rain system","B075KN7XBK","Delta Faucet Pivotal TempAssure Matte Black Shower Faucet with Matte Black Rain Shower Head, Rainfall Shower Head, Matte Black Shower System, Matte Black T17T299-BL","E","data/esci1500_thumbs/img/B075KN7XBK.jpg"
1755794,89541,"sabatouer game","0735367795","Mudpuppy Burger Bear Bonanza Game – Fun, Easy to Play Card Game for Families – Ideal for 2-4 Players, Kids Card Game for Ages 5+ – Instruction Included","E","data/esci1500_thumbs/img/0735367795.jpg"
1788830,91343,"sealy posturepedic comforter","B072J2Y964","Sealy Essentials Spring Osage Bed Mattress Conventional, Queen, White,2017 Model: Firm","E","data/esci1500_thumbs/img/B072J2Y964.jpg"
1814093,92649,"shlich horses","B07LB4947D","Schleich Horse Club, 4-Piece Playset, Horse Toys for Girls and Boys 5-12 years old Sofia and Blossom","E","data/esci1500_thumbs/img/B07LB4947D.jpg"
1909875,97698,"star wars special edition dvd","B0007UVX22","Star Wars Weapons and End Times Warfare 3 DVD Special Edition - Dr. Leonard Horowitz","E","data/esci1500_thumbs/img/B0007UVX22.jpg"
1670503,85134,"r gps","B0866B9ZK9","Timex Metropolitan R AMOLED Smartwatch with GPS & Heart Rate 42mm – Rose Gold-Tone with Blush Silicone Strap","E","data/esci1500_thumbs/img/B0866B9ZK9.jpg"
1687520,86018,"ream white card stock","B009ZMMH78","Springhill White 8.5” x 11” Cardstock Paper, 90lb, 163gsm, 250 Sheets (1 Ream) – Premium Lightweight Cardstock, Printer Paper with Smooth Finish for Greeting Cards, Flyers, Scrapbooking – 015101R","E","data/esci1500_thumbs/img/B009ZMMH78.jpg"
1909399,97669,"star wars imperial assault expansion","B01D1GR0KM","Star Wars Imperial Assault Board Game The Bespin Gambit EXPANSION | Strategy Game | Battle Game for Adults and Teens | Ages 14+ | 1-5 Players | Avg. Playtime 1-2 Hours | Made by Fantasy Flight Games","E","data/esci1500_thumbs/img/B01D1GR0KM.jpg"
1702671,86813,"reight","B07PLV6866","In Good Hands Compilation: Six Short M/M Erotic Tales (Doctor's Orders)","E","data/esci1500_thumbs/img/B07PLV6866.jpg"
1755777,89541,"sabatouer game","B07VCVQSHM","AMIGO Saboteur Mother Lode Bonus Pack Card Game with Saboteur, Saboteur 2 & Secret Collectors’ Card—Amazon Exclusive Blue","E","data/esci1500_thumbs/img/B07VCVQSHM.jpg"
1837311,93868,"size 12 jean shorts womens","B077J7S4D1","Silver Jeans Co. Women's Mid Rise Boyfriend Shorts, Light wash, 31W","E","data/esci1500_thumbs/img/B077J7S4D1.jpg"
1643171,83739,"protective shorts fox","B00E9STEA6","Fox Racing Men's Titan Race Motocross Short, Charcoal, Small","E","data/esci1500_thumbs/img/B00E9STEA6.jpg"
1788727,91340,"sealy 13 inch queen mattress","B079KDMGGP","Sealy Posturepedic Hybrid Performance Kelburn 13-Inch Medium Firm Cooling Mattress, Queen, Made in USA, 10 Year Warranty","E","data/esci1500_thumbs/img/B079KDMGGP.jpg"
1887488,96497,"spanx yoga pants for women","B07FT4JMQ3","Amazon Brand - Core 10 Women's Size Spectrum Yoga Bootcut Pant-32, Navy Plus, 1X","E","data/esci1500_thumbs/img/B07FT4JMQ3.jpg"
1903669,97347,"st. ives under $5","B000UVY8IE","St Ives Scrub, Fresh Skin Apricot 6 oz","E","data/esci1500_thumbs/img/B000UVY8IE.jpg"
1822824,93105,"side post battery for a","B0060YHLHU","Schumacher Zinc-Plated Top Terminal and Post Washer Set","E","data/esci1500_thumbs/img/B0060YHLHU.jpg"
1923165,98434,"stranger things puzzle for kids","1983937835","Stranger Things Trivia Crossword Word Search Activity Puzzle Book: TV Series Cast & Characters Edition","E","data/esci1500_thumbs/img/1983937835.jpg"
1936565,99132,"sun cloud sunglasses","B006Y2BRHS","Suncloud Conductor Polarized Sunglasses, Tortoise Frame, Brown Lens","E","data/esci1500_thumbs/img/B006Y2BRHS.jpg"
1807411,92303,"shark silicone","B07SKXBVBQ","Mobi 12 Shark Bites Sausage Roll Silicone Baking Mold, Blue","E","data/esci1500_thumbs/img/B07SKXBVBQ.jpg"
1870118,95611,"sock donner","B072J9RX5Z","Allstar Innovations - Sock Slider - The Easy on, Easy off Sock Aid Kit & Shoe Horn | Pain Free No Bending, Stretching or Straining System that Packs up for Convenient Travel, As Seen on TV","E","data/esci1500_thumbs/img/B072J9RX5Z.jpg"
1976381,101129,"techincs turntable","B000EI2I76","Marantz TT-15S1 Manual Belt-Drive Premium Turntable with Cartridge Included | Floating Motor for Low-Vibration & Low-Resonance | A Smart, Stylish Option for Vintage Vinyl Records","E","data/esci1500_thumbs/img/B000EI2I76.jpg"
1728718,88149,"rode procaster","B00KQPGRRE","Rode NT-USB Versatile Studio-Quality USB Cardioid Condenser Microphone,Black","E","data/esci1500_thumbs/img/B00KQPGRRE.jpg"
1955582,100102,"t8 black light bulbs 48 inch","B079MMMXBS","GE LED Tube Light Bulbs, 48-Inch T8 LED Bulb (32 Watt Replacement Light Bulb), 1800 Lumen, G13 LED Tube Light Base, Cool White, 6-Pack Tubular LED Light Bulbs","E","data/esci1500_thumbs/img/B079MMMXBS.jpg"
1642576,83707,"propress tool","B08KJ3Y5L5","RIDGID 67063, RP 350 Battery Kit (No Jaws Included), ProPress Tool","E","data/esci1500_thumbs/img/B08KJ3Y5L5.jpg"
1657824,84479,"purell hand sanitizer travel size","B07K7T1XXS","PURELL Hand Sanitizing Wipes, Clean Refreshing Scent, 20 Count Travel Pack (Case of 28 Units) - 9124-28-CMR","E","data/esci1500_thumbs/img/B07K7T1XXS.jpg"
1961710,100395,"tag huer watch men","B018IK869A","TAG Heuer Men's 'Aquaracer' Quartz Stainless Steel Dress Watch, Color:Silver-Toned (Model: WAY1111.BA0928)","E","data/esci1500_thumbs/img/B018IK869A.jpg"
1879222,96058,"sonos play 1","B00V9Z2VXE","SONOS Play:1 2-Room Streaming Music Starter Set Bundle (Gray)","E","data/esci1500_thumbs/img/B00V9Z2VXE.jpg"
1865186,95351,"snoopy baseball","B07P7LYNMS","Peanuts Snoopy Baseball: Play Ball!","E","data/esci1500_thumbs/img/B07P7LYNMS.jpg"
1771860,90435,"sandblaster machine","B000WQGQ96","S-H Industries 40017 Blaster Kit","E","data/esci1500_thumbs/img/B000WQGQ96.jpg"
1842464,94138,"skinny ripes jean women","B07C7P4XYD","Wrangler Authentics Boys' Big Boot Cut Jeans, Stonewash Indigo, 14","E","data/esci1500_thumbs/img/B07C7P4XYD.jpg"
1812061,92543,"shift dress with fringe","B07WKPDGQK","Calvin Klein Women's Sleeveless Shift with Fringe Hem Dress, Black/Cream, 6 Petite","E","data/esci1500_thumbs/img/B07WKPDGQK.jpg"
1681372,85706,"ravens long sleeve shirt","B07VDTKLP9","NFL Baltimore Ravens Boys Long Sleeve TEAM TEE SHIRT, Team Color, 3T","E","data/esci1500_thumbs/img/B07VDTKLP9.jpg"
1774357,90565,"sarah jio books","9759997193","Bogurtlen Kisi","E","data/esci1500_thumbs/img/9759997193.jpg"
2203488,113044,"womens jeans size 14","B0126FQVWM","Democracy Women's ""Ab""solution Itty Bitty Boot Jeans, Indigo, 14","E","data/esci1500_thumbs/img/B0126FQVWM.jpg"
1842788,94157,"skip hop lunch bag","B003939VGE","Skip Hop Kids Lunch Box, Zoo Lunchie, Monkey","E","data/esci1500_thumbs/img/B003939VGE.jpg"
1761869,89853,"saltlife tank top shirts for men","B07RLNNS42","Saltwater Life Fishing Tank Top","E","data/esci1500_thumbs/img/B07RLNNS42.jpg"
1731271,88276,"rolled gold pretzel sticks","B00N4LV5ZG","Rold Gold Pretzels, Classic Sticks, 112 Ounce (Pack of 7)","E","data/esci1500_thumbs/img/B00N4LV5ZG.jpg"
1751736,89335,"rv shower surround","B00OM0YIR0","Lippert Components 210369 White 24"" x 32"" Rectangular Left Handed Shower Pan","E","data/esci1500_thumbs/img/B00OM0YIR0.jpg"
1708410,87108,"replacement golf cleats adidas","B077YMS3S2","adidas Men's Adipower 4ORGED Golf Shoe, Clear Onix/Matte Silver/FTWR White, 13 M US","E","data/esci1500_thumbs/img/B077YMS3S2.jpg"
1928640,98738,"sturdy salt mill","B01CSVZPWG","Peugeot Paris Chef u'Select Stainless Steel 18cm - 7"" Salt Mill","E","data/esci1500_thumbs/img/B01CSVZPWG.jpg"
1970367,100828,"tatcha powder exfoliator","B077WHRDX7","Tatcha The Violet-C Radiance Mask: Creamy Firming Mask with Vitamin C for Soft, Glowing Skin (50 ml / 1.7 oz)","E","data/esci1500_thumbs/img/B077WHRDX7.jpg"
2144663,109871,"water and snow resistant boots","B01EG6WG3W","Skechers USA Men's Segment Melego Ankle Bootie, Dark Brown, 13 2W US","E","data/esci1500_thumbs/img/B01EG6WG3W.jpg"
1914989,97983,"stephanie bower","163159933X","The Complete Urban Sketching Companion: Essential Concepts and Techniques from The Urban Sketching Handbooks--Architecture and Cityscapes, ... with Color (Urban Sketching Handbooks, 10)","E","data/esci1500_thumbs/img/163159933X.jpg"
1731562,88291,"roller skates for girls","B00XA30PJK","Roller Derby Roller Star 600 Women's Roller Skates - White/Purple/Blue - Size 06","E","data/esci1500_thumbs/img/B00XA30PJK.jpg"
1933190,98975,"sugar free cocktail","B07TJ33VSX","Swoon Zero Sugar Simple Syrup - Natural 1:1 Liquid Sugar Substitute - Sweetness from Monk Fruit - Sugar Free, Keto Friendly, Zero Carbs","E","data/esci1500_thumbs/img/B07TJ33VSX.jpg"
1963835,100509,"tall rain boots for women","B07B4S1HJY","UGG Women's Sienna Matte Boot, Black, 8","E","data/esci1500_thumbs/img/B07B4S1HJY.jpg"
1952427,99957,"swivel. recliner","B07DBF73HJ","Amazon Brand – Ravenna Home Pull Recliner with 360-Degree Swivel Glider, Living Room Chair, Grey","E","data/esci1500_thumbs/img/B07DBF73HJ.jpg"
1834914,93738,"single paper tray organizer","B000E7DEA2","Eldon 62555 Nestable Mesh Stacking Side Load Letter Tray Wire,Black","E","data/esci1500_thumbs/img/B000E7DEA2.jpg"
1778094,90767,"sazon without msg","B01N6J54J2","Goya Sazon Seasoning Natural & Complete No Salt, 3.52 Ounce","E","data/esci1500_thumbs/img/B01N6J54J2.jpg"
1676911,85474,"raised toilet seat 4 inch","B002VWJYZW","Drive Medical Raised Toilet Seat with Lock and Lid, Standard Seat, 4""","E","data/esci1500_thumbs/img/B002VWJYZW.jpg"
1933295,98979,"sugar free fiber gummies for adults","B07D7Q7PVD","Amazon Brand - Revly Inulin Fiber 5g - Digestive Health, Supports Regularity - 90 Gummies (3 Gummies per Serving) Vegetarian, Non-GMO (packaging may vary)","E","data/esci1500_thumbs/img/B07D7Q7PVD.jpg"
1717640,87590,"rick atkinson","1250062918","D-Day: The Invasion of Normandy, 1944 [The Young Readers Adaptation]","E","data/esci1500_thumbs/img/1250062918.jpg"
1964880,100563,"tan extender lotion","B000FCR7MM","Australian Gold Moisturer Lock Tan Extender Lotion, Enriched with Vitamin E, Aloe Vera, 16 Fl Oz","E","data/esci1500_thumbs/img/B000FCR7MM.jpg"
1980936,101348,"teletubbies mask","B076HZ28XJ","Costume Sunglasses Teletubbies Laa Laa Yellow Sun-Staches Party Favors UV400","E","data/esci1500_thumbs/img/B076HZ28XJ.jpg"
1926322,98613,"striping kit for ariens ikon x #arikxztr39","B004ZKXYUO","Toro Lawn Striping System","E","data/esci1500_thumbs/img/B004ZKXYUO.jpg"
1809671,92421,"sheer leggings for women","B000GTPVIG","Danskin Women's Footless Tight,Black,C/D","E","data/esci1500_thumbs/img/B000GTPVIG.jpg"
1889451,96606,"speck pixel 4xl","B081KKL3K6","Speck Presidio Pro Google Pixel 4 XL Case, Black (131865-1050)","E","data/esci1500_thumbs/img/B081KKL3K6.jpg"
1642260,83688,"propane portable fire pit","B0007R8G0W","Convert-A-Ball FD500 Fire Dancer Portable Patio Fire Pit","E","data/esci1500_thumbs/img/B0007R8G0W.jpg"
1793793,91595,"selena quintanilla","B07MMZDJRL","LA CANANTE LOTERIA CARD Unique Tee Shirt Best Christmas gift","E","data/esci1500_thumbs/img/B07MMZDJRL.jpg"
1893091,96800,"spiderman toys","B07LD8JSC5","Hedstrom Marvel Spider-Man Hopper Ball, Hop Ball for Kids, 15 Inch","E","data/esci1500_thumbs/img/B07LD8JSC5.jpg"
1804122,92131,"seychelles shoes","B07M7DPKLN","Seychelles Women's Blend in Driving Style Loafer, Mustard, 8.5 B US","E","data/esci1500_thumbs/img/B07M7DPKLN.jpg"
1911853,97814,"statue of liberty costume kids","B003CTFBBY","Forum Novelties Patriotic Party Little Miss Liberty Costume, Child Small","E","data/esci1500_thumbs/img/B003CTFBBY.jpg"
1711210,87259,"resveratrol complex 60 caps","B0019H141C","Doctor's Best, Trans-Resveratrol with Resvinol, Non-GMO, Vegan, Gluten Free, Soy Free, 100 mg, 60 Veggie Caps (DRB-00171)","E","data/esci1500_thumbs/img/B0019H141C.jpg"
1742090,88831,"roxy boots for women","B0839TWY8R","Roxy Women's Classic Boots Fashion, Brown, 8","E","data/esci1500_thumbs/img/B0839TWY8R.jpg"
